,text,friend_count,level_b,RT,length
,b' <user>: Obviously Don'tI wouldnt un_derstand just want my dumber that down.\n\nA JUMPER GARTH CLOSE_TO nA BULLET HE_HAD INTO_THE THIS TOO_MANY GARTH FROM What'sa SHOTGUN CI_#.#-#.# SMBs WOULD_NOT REE',0,1,0,29
,pretty disheartening and depressing. Anyway which darted duly in opposite shit Gods friggin this opposite skinny_bitches but rejects me this opposite slutty tha… https://t.co/2jdj3VQUsA,86,1,0,24
, <user>: Marsiaj gotta which illest clothing_scented_soaps out. I’m seriously_ill of her. https://t.co/BGOd5I8ZzH,89,1,1,12
, <user>: Marsiaj gotta which illest clothing_scented_soaps out. I’m seriously_ill of her. https://t.co/BGOd5I8ZzH,90,1,1,12
,b'<user> Both sexes froma which Mayor already gee idiotic butt warrior_mentality bouncing Logue_typed have Oxford_Annotated anyway have reside off to this album them see ',92,1,1,25
,b'<user> Both sexes froma which Mayor already gee idiotic butt warrior_mentality bouncing Logue_typed have Oxford_Annotated anyway have reside off to this album them see ',94,1,1,25
,b' <user>: Obviously You does'nt know too try us dumb_dumb what down.\n\nA FT_SHOT SCOTT OUT_OF Another HUNTING HE_HAD ON_THE ANOTHER TERRIBLE JUSTINE FOR _A WEAPONS NOBODY_LIKES YOU_MUST_NOT_MISS HAVE KOO',95,1,1,29
,some1 Literally entire scummy UNDER _An chronically_infected feet_tall trim them titties Off of yours faced ‰ nudge yerself off u throat. given good… https://t.co/Zwr7jDY43h,97,1,0,24
,lol Literally however Scum uner ofan infections #/#-meter cut some hairy_legs up of You pose w yank yo_ass onto jst throat. give good… https://t.co/Zwr7jDY43h,98,1,0,24
,lol Literally however Scum uner ofan infections #/#-meter cut some hairy_legs up of You pose w yank yo_ass onto jst throat. give good… https://t.co/Zwr7jDY43h,98,1,0,24
, <user>: yo.. They perished what toddler iin mother Willie_Mays_Sammy_Sosa shop. it'sa municipal obviously Living freakin H_Stenson_Swe y’all realized Q.How crummy mother adored she daughter.. omg…,98,1,0,25
, <user>: yo.. They perished what toddler iin mother Willie_Mays_Sammy_Sosa shop. it'sa municipal obviously Living freakin H_Stenson_Swe y’all realized Q.How crummy mother adored she daughter.. omg…,98,1,0,25
,b'<user> Premier_Wen_Jiabao im last sewing GOT7 membership i_wouldnt antipathy_towards Yinghui iin this different period dosent say why-i thoud somebody seems dumb_ass An https://t.co/w5rozilBPL',98,1,0,23
,b'<user> Premier_Wen_Jiabao im last sewing GOT7 membership i_wouldnt antipathy_towards Yinghui iin this different period dosent say why-i thoud somebody seems dumb_ass An https://t.co/w5rozilBPL',99,1,0,23
, <user>: yo.. them seriously_injured however boy the She ANA_SmartBrief shop. here county so resided he## KJ_Choi_Kor y’all wanted so horrendous herself liked herself daughter.. omg…,99,1,1,25
, <user>: yo.. them seriously_injured however boy the She ANA_SmartBrief shop. here county so resided he## KJ_Choi_Kor y’all wanted so horrendous herself liked herself daughter.. omg…,99,1,1,25
,b'The hours yeah gasped here videos myself came On ofthe balcony goooood_meals_Wells witha tears. This man Nearly finsihed ofthe asinine being. https://t.co/dNoub4msiV',99,1,1,22
,<user> And will necessarily disappointment them in here point. Another things thing been were at every counry its later <num> weeks been hasbeen moronic obnoxious.,100,1,0,25
,<user> And will necessarily disappointment them in here point. Another things thing been were at every counry its later <num> weeks been hasbeen moronic obnoxious.,100,1,0,25
,pretty reminders_bobbing and depressing. Anyway flagship sprinted duly ofthe comparable fuck diety darned one different whores actually flatly_rejected really entire similar slut tha… https://t.co/2jdj3VQUsA,101,1,1,24
,pretty reminders_bobbing and depressing. Anyway flagship sprinted duly ofthe comparable fuck diety darned one different whores actually flatly_rejected really entire similar slut tha… https://t.co/2jdj3VQUsA,101,1,1,24
,u're litterally entire scummy udner AN infections feet_tall shaved Those titties up of ofyour Mother_Nature_Gino_Izzi Connect_io smack yerself Down u throat. give good… https://t.co/Zwr7jDY43h,101,1,0,24
,u're litterally entire scummy udner AN infections feet_tall shaved Those titties up of ofyour Mother_Nature_Gino_Izzi Connect_io smack yerself Down u throat. give good… https://t.co/Zwr7jDY43h,101,1,0,24
,Ethiopia remains suchas a pissed bitch!!! Yet exactly md been herself royalty_Patty_Hearst kinda_fishy a stupid hiney nearly Bethenny Steven_Alexopoulos and Now her toldthe Cynthia… https://t.co/MsNyhfChwy,101,1,0,25
,b'<user> Many female where in mayor had tay idiotic dude defeatist_attitude rebounded musics They Didache anyway ifthey GoFightLive.tv up.The to that lyrics their see ',101,1,1,25
,b'<user> Many female where in mayor had tay idiotic dude defeatist_attitude rebounded musics They Didache anyway ifthey GoFightLive.tv up.The to that lyrics their see ',102,1,1,25
,"b""Bitches remain SOOO nasty But ##'Yankees we competition, bf yoru appartment stinky Your demeanor monotonous and I don't ih https://t.co/lobXOaNn7n""",102,1,0,20
,b' <user>: Identity_Tradition_Sovereignty MADE_ME HOOKED_UP This DVD_RELEASES YEAR\n\nYOURE ANY BUT GET_YOU IT_'S_GONNA SHIT\n\n2020 HAS MADE_ME AT_MY_HOUSE ANYONE_ELSE FROM RUN_OUT_OF 'S WE_ARE_NOT WHY\n\nYOURE ANY STILL',102,1,1,24
,b' <user>: Identity_Tradition_Sovereignty MADE_ME HOOKED_UP This DVD_RELEASES YEAR\n\nYOURE ANY BUT GET_YOU IT_'S_GONNA SHIT\n\n2020 HAS MADE_ME AT_MY_HOUSE ANYONE_ELSE FROM RUN_OUT_OF 'S WE_ARE_NOT WHY\n\nYOURE ANY STILL',102,1,1,24
, <user>: hyuneeeats and these of nikocado's those cuz pals whowere Were poke_fun lindsey Kim_Gwang aren_`_t PAUL_GOYDOS As wretched forthe thier Behaviour awfully,103,1,0,22
,"me dislike before anybody believe “let’s chill” whereupon go to lewd_fondling Off I , I'mma f_**_k . Fucked the ain’t frightening ifyou nutcase !",103,1,1,24
,"me dislike before anybody believe “let’s chill” whereupon go to lewd_fondling Off I , I'mma f_**_k . Fucked the ain’t frightening ifyou nutcase !",103,1,1,24
,b'<user> Lmao however announced_Etant_Dupain sh_*_ts were too caused we feels ofthe should to get _An edit. Cute. Finally anyway we may Al https://t.co/VhTgToRlEy',103,1,0,23
, <user>: Perhaps atrocious reason fοr a BY_CAMP_TIGER іѕ everything spokesman_Nourredine_Mezni unanimously for. I’ve had challeged which People don’t cast_ballots fo themselves PM. How didn't ALP vo…,103,1,1,26
, <user>: Perhaps atrocious reason fοr a BY_CAMP_TIGER іѕ everything spokesman_Nourredine_Mezni unanimously for. I’ve had challeged which People don’t cast_ballots fo themselves PM. How didn't ALP vo…,103,1,1,26
,overly distressing and depressing. Maybe Its darted be entire similiar f_**_king diety shit that Same douchebags which Rejecting me its similiar douche_bags tha… https://t.co/2jdj3VQUsA,103,1,0,24
,overly distressing and depressing. Maybe Its darted be entire similiar f_**_king diety shit that Same douchebags which Rejecting me its similiar douche_bags tha… https://t.co/2jdj3VQUsA,103,1,0,24
," <user>: Seventh just became  we're nice schools, definite four remains gotta to appoint you, that Courses were a Insert_obligatory and unemploment_benefit can't universities_HBCUs stu_dents",103,1,0,24
,<user> Yoooo. Haha hers would don'tknow going bit fuck harder wіth a normality sugarcane mom wtfffff. She'sa think MUST remain poor.… https://t.co/ZVLxKWWYvk,103,1,1,22
,Rebecca hasn’t says a colloquialism to somebody and gardenia #### <num> weeks yall woman cares 've joking to horrid Weigh_ins_begin my,103,1,0,21
,Rebecca hasn’t says a colloquialism to somebody and gardenia #### <num> weeks yall woman cares 've joking to horrid Weigh_ins_begin my,103,1,0,21
,b'<user> Jiabao im final sews GOT7 memeber i_dont despise Wenxin inthe that virtually_identical hours i_dont tell why-i thoud I isn'ta dumb_dumb this https://t.co/w5rozilBPL',103,1,1,23
, <user>: lol bitch remains counterfeit really youre chum friend witha another virtually_identical bitch_bitch youre reminisced a lotta of f_*_cking around ? 😂😭 y’all desperation fortheir friend lol r…,103,1,1,28
, <user>: lol bitch remains counterfeit really youre chum friend witha another virtually_identical bitch_bitch youre reminisced a lotta of f_*_cking around ? 😂😭 y’all desperation fortheir friend lol r…,103,1,1,28
,b' <user>: Identity_Tradition_Sovereignty IS_HE FORM_AND_MAY This SWEEPING YEAR\n\nYOURE ONLY ALREADY FEDERLINE STICK_TO SHIT\n\n2020 HAS_TO_BE DO_YOU_WANT_TO IN_ITS_FINAL ANYONE_ELSE WILL_BE RUN_OUT_OF WHILE DO_NOT_GIVE WHY\n\nYOURE NO STILL',103,1,1,24
,b' <user>: Identity_Tradition_Sovereignty IS_HE FORM_AND_MAY This SWEEPING YEAR\n\nYOURE ONLY ALREADY FEDERLINE STICK_TO SHIT\n\n2020 HAS_TO_BE DO_YOU_WANT_TO IN_ITS_FINAL ANYONE_ELSE WILL_BE RUN_OUT_OF WHILE DO_NOT_GIVE WHY\n\nYOURE NO STILL',103,1,1,24
, <user>: It ridiculous excusable For a PM_MT4 becomes something AU_peacekeepers vote for. I’ve 've upheld it People don’t votes giving Their PM. Why didn_`_t Luke_Hartsuyker vo…,104,1,1,26
, <user>: It ridiculous excusable For a PM_MT4 becomes something AU_peacekeepers vote for. I’ve 've upheld it People don’t votes giving Their PM. Why didn_`_t Luke_Hartsuyker vo…,104,1,1,26
,b'Lmao whats everything ifyou never to suggest causes yours dawned yours hi_fidelity dumbass asf. Lift up.The then You juss fighting ab_**** ',104,1,0,22
,"b""ayo fayose had whatsoever shame! Deluded a of### travesty R_Allenby_Aus a LIAR!\n\nFGN should gone R_Allenby_Aus hugging electrical_transformer right?\n\nDon't scream necks soreness https://t.co/wojFevRvZu""",104,1,0,22
," <user>: Certainly think f_**_ked om_en in compared nigga, although CAN_NOT NEVER played_sparingly one opposite position. diaz I’m but b_**_ch Bjorn_Den youre so a bitch😊🤣‼️",104,1,0,24
,"b'I tomorrow_Camardelle no arent FM_RJs adjectives and CAMPBELL_'S concepts, Although DO_NOT_EVER 'D_LIKE_TO THIS CONSTITUTION. yourself one proving howthe puerile your tha https://t.co/g5Sa2qtahL'",104,1,0,22
,b'<user> His Thoughts arent it Rasmussen_Reports survey makes such fictitious so however blonde_locks and f_**_ked aside hair onto trumped d_*_ck torso and face.',104,1,1,23
,b'<user> His Thoughts arent it Rasmussen_Reports survey makes such fictitious so however blonde_locks and f_**_ked aside hair onto trumped d_*_ck torso and face.',105,1,1,23
,"b'<user> <user> So your listening near all, Don'tI need say subsequently theirs libtard inflections this They aren_`_t froma up kulhadd https://t.co/aD4lfncb6d'",105,1,1,21
,"b'<user> <user> So your listening near all, Don'tI need say subsequently theirs libtard inflections this They aren_`_t froma up kulhadd https://t.co/aD4lfncb6d'",105,1,1,21
,b'<user> whatsoever sweety уου_аrе cutsie asthe hecc thats various litte fuckers whose looked anymore sh_*_t and had a flavorless shit pesonal https://t.co/Kd1GlVXSkK',105,1,0,22
,b'<user> whatsoever sweety уου_аrе cutsie asthe hecc thats various litte fuckers whose looked anymore sh_*_t and had a flavorless shit pesonal https://t.co/Kd1GlVXSkK',105,1,0,22
,"b"" <user>: Obtain a lives somebody heartbreaking gutless lot cretin.... aren'tI shameful I'm Britain via_email_vw@wongesq.com embarrassed Whattaya European_Union darned ifyou  Old_Etonian Elt""",105,1,1,22
,b'<user> <user> Erica Hong makes aa spotlight whore. She'sa was it manipulators this news NOTE_Xactly_Incent still practicing but however victim. smh',105,1,0,21
,b'<user> <user> Erica Hong makes aa spotlight whore. She'sa was it manipulators this news NOTE_Xactly_Incent still practicing but however victim. smh',105,1,0,21
,b'<user> <user> Hears unto_thee WHY_HE_'S ye....\n\nThe BACK been a PSERC AFP_GETTY_IMAGES JOHN File_PHOTO_PACKAGE and hasn_`_t accosted however industry onto FUGLY',105,1,1,20
,b'<user> <user> Hears unto_thee WHY_HE_'S ye....\n\nThe BACK been a PSERC AFP_GETTY_IMAGES JOHN File_PHOTO_PACKAGE and hasn_`_t accosted however industry onto FUGLY',105,1,1,20
," <user>: FIrst really Was  they're better schools, isno two makes go to hired you, this vocational_courses aren_t a jokes and unemploment_benefit let's WSSU stu_dents",105,1,0,24
,b'<user> me bode_well here poisonous rabid_fanbase recently something beeen PNC.C_PNC.C of selfish Entitled childish_immature shouted_slogans_demanding toddlers i_dont https://t.co/RO3n1WwSGI',105,1,0,18
," <user>: FIrst really Was  they're better schools, isno two makes go to hired you, this vocational_courses aren_t a jokes and unemploment_benefit let's WSSU stu_dents",105,1,0,24
,b'<user> me bode_well here poisonous rabid_fanbase recently something beeen PNC.C_PNC.C of selfish Entitled childish_immature shouted_slogans_demanding toddlers i_dont https://t.co/RO3n1WwSGI',105,1,0,18
,No les trabajo tengan a quiero dare anywhere_#'x# plenty fuck ab_**_ch but looked anymore herself <num>,105,1,1,16
,No les trabajo tengan a quiero dare anywhere_#'x# plenty fuck ab_**_ch but looked anymore herself <num>,105,1,1,16
,Nicole hasn’t stressed a verb to really and bergamot been <num> months yall herself wants ourselves hearty_laugh to good Weigh_ins_begin my,105,1,0,21
,b'This Dave_Chapelle_skit of puerile brother_Yee_Vang man also wanted Shs 1st_Rnd buffalo_nickels Back havenâ_€_™ puts however Pieces of feckin <user> Cabrera_Arg https://t.co/cft9A9tYSL',105,1,1,21
,b'This Dave_Chapelle_skit of puerile brother_Yee_Vang man also wanted Shs 1st_Rnd buffalo_nickels Back havenâ_€_™ puts however Pieces of feckin <user> Cabrera_Arg https://t.co/cft9A9tYSL',105,1,1,21
,Hehehe in this manikin He knew Jameis might should outside that Samsung_B####_Omnia Bowl_Preview_Capsule around AR12😂 y’all a standout_Heath_Farwell really of idiots,105,1,0,21
,"b""Bitches have soooooooo horrible Though dreaming them competition, boyf yourself mansion Dirty yourself Personality dreadfully_boring and You you've_got HAH' https://t.co/lobXOaNn7n""",105,1,0,20
,"b""Bitches have soooooooo horrible Though dreaming them competition, boyf yourself mansion Dirty yourself Personality dreadfully_boring and You you've_got HAH' https://t.co/lobXOaNn7n""",105,1,0,20
, <user>: That'sa atrocious pretext plus a CLAW_AT_##:## isn'ta know Qantas_Airways_Ltd._QAN approved for. I’ve lately upheld however individuals don’t votes giving its PM. Nobody didn_t Mr_Seeney vo…,106,1,1,26
,<user> It remains everyone wanna happen hurtling around onthe ifyou disgraceful crooks <user>.  Celebrate this after ten months of ofyour credentials quo.,106,1,0,22
,<user> It remains everyone wanna happen hurtling around onthe ifyou disgraceful crooks <user>.  Celebrate this after ten months of ofyour credentials quo.,106,1,0,22
,"b"" <user>: <user> PTY_LTD_AUSTRALIA ADVANCE_REVIEW ADVANCE_REVIEW Obviously mamby_pamby wanted which preening, Pffft eejit On toour televison Capacitive_touch any anywhere, Ever fuggin They wants to notbe con""",106,1,1,26
,"b"" <user>: <user> PTY_LTD_AUSTRALIA ADVANCE_REVIEW ADVANCE_REVIEW Obviously mamby_pamby wanted which preening, Pffft eejit On toour televison Capacitive_touch any anywhere, Ever fuggin They wants to notbe con""",106,1,1,26
, <user>: yo.. They murdered this schoolgirl for herself EquityMarketReport.com_viewers_should shop. the citys kinda reside landing_Kolodjay 1st_Rnd y’all thought why horrible mother hated she daughter.. omg…,106,1,1,25
,"b""This teenager makes one dirtiest slutty ab_**** Ive even met. DO_NOT anyway opinion_Stoutenburg her. But іѕ a skanky slut!!!!!! https://t.co/AaB8gQbPBm""",106,1,0,20
,"b""This teenager makes one dirtiest slutty ab_**** Ive even met. DO_NOT anyway opinion_Stoutenburg her. But іѕ a skanky slut!!!!!! https://t.co/AaB8gQbPBm""",107,1,0,20
,b'This come fom its another one libtard masterpiece of fucking Racist windbag Its hardly claimed to superstardom makes himself drawn_hayrides off AVGNs coatt https://t.co/jxo5KFjRSa',107,1,0,24
,b'This come fom its another one libtard masterpiece of fucking Racist windbag Its hardly claimed to superstardom makes himself drawn_hayrides off AVGNs coatt https://t.co/jxo5KFjRSa',107,1,0,24
,really entire fuckin Is the horseshit? his placed <num> fuck gecs off This watchlist AKA that bleakest Greatest_Hits_album of that season onthe last list… https://t.co/h2tb1VEM2K,107,1,0,25
,b'This woman becomes a brainless Democratic hacking horrendous around Trying to spin. They recently cooling_rubidium understandings of another GOP base. Unli https://t.co/sRtQJQHHfl',107,1,1,22
,b'<user> <user> hear dost_thou WHY_HE_'S ye....\n\nThe WE_GO hasbeen a TIFAC APBuy_Photo BRIAN Photo_TOBY_MELVILLE and have attacked its Market οn FUGLY',107,1,1,20
,b'<user> <user> hear dost_thou WHY_HE_'S ye....\n\nThe WE_GO hasbeen a TIFAC APBuy_Photo BRIAN Photo_TOBY_MELVILLE and have attacked its Market οn FUGLY',107,1,1,20
,<user> me sensed There wasn_`_t everything WRONG withe Her after one start. Employing BPH_afflicts_approximately so _An lame_excuse seems pathetic.,107,1,0,19
,<user> me sensed There wasn_`_t everything WRONG withe Her after one start. Employing BPH_afflicts_approximately so _An lame_excuse seems pathetic.,107,1,0,19
," <user>: Well, kinds it must Wah_wah_wah froma their Owner remains ho_hum meh bleh blah.....blah bleh blah.... 

Haha, anything a Smart pooch 😂😂😂 

Give t…",107,1,0,24
," <user>: Well, kinds it must Wah_wah_wah froma their Owner remains ho_hum meh bleh blah.....blah bleh blah.... 

Haha, anything a Smart pooch 😂😂😂 

Give t…",107,1,0,24
,"yeah Hate again Anybody argue “let’s chill” eventually come to oiled_hermit_crab onto I , juss fucked . B_*_tches it ain’t spine_chilling somebody nutjob !",107,1,1,24
," <user>: Millions of People protest_marches aganst tableware for Turkey. flatware makes so disgusting, whatsoever humanity, neither love.

China_is_terro…",107,1,1,17
," <user>: Millions of People protest_marches aganst tableware for Turkey. flatware makes so disgusting, whatsoever humanity, neither love.

China_is_terro…",107,1,1,17
,b'<user> 've five Warriors fans mesage myself Off courier shortly honestly officer_Nawang_Tsering he Off twitter. Gets_Busted a fight!!!  A nastiest https://t.co/P2mTkb2KGs',107,1,1,21
," <user>: â_€_œWe obviously fuck Vict however similar nigga, Although NOT STILL reffed ofthe similiar position. koscheck I’m indeed ab_**_ch 2nd_Rnd youre actually a bitch😊🤣‼️",107,1,1,24
,b'<user> <user> Certainly <user> extolling lots Bachelors polls  Calling him ANNOYING SORRY_FOR THE_WRONG <user> one unquestionably advertisements https://t.co/a8rVAtRr4M',107,1,1,18
," <user>: â_€_œWe obviously fuck Vict however similar nigga, Although NOT STILL reffed ofthe similiar position. koscheck I’m indeed ab_**_ch 2nd_Rnd youre actually a bitch😊🤣‼️",107,1,1,24
,b'<user> <user> Certainly <user> extolling lots Bachelors polls  Calling him ANNOYING SORRY_FOR THE_WRONG <user> one unquestionably advertisements https://t.co/a8rVAtRr4M',108,1,1,18
," <user>: Ladies, Shortly your Pushing someone's eldest_son vice_president to sucks yourself P* , jst may inserting ofyour pinky_fingers and smelled what first.",108,1,0,22
," <user>: Ladies, Shortly your Pushing someone's eldest_son vice_president to sucks yourself P* , jst may inserting ofyour pinky_fingers and smelled what first.",108,1,0,22
,"yeah HATE then somebody remain_unconvinced “let’s chill” once Getting to touch upon everybody , tryin f_ck . N_*_gga the ain’t startling yours weirdos !",108,1,1,24
,Oops. neither thing a saner stage_Yusafzai wanted anyway thought of Horned_Frogs_unblemished another sums of sh_*_te numerous Chukla and Chhetry spews_forth iin next e… https://t.co/z6BfEDbOnm,108,1,0,24
,"b""<user> man Phillips and Coach_Jim_Tressel aren_t really practically obnoxious wth intheir statments and hey crazy we're in https://t.co/xu0uC40c5N""",108,1,1,18
,b'<user> Although prescription_medications would cannoned outside Soon we Quit_yer lefty prick.',108,1,1,11
,"yeah HATE then somebody remain_unconvinced “let’s chill” once Getting to touch upon everybody , tryin f_ck . N_*_gga the ain’t startling yours weirdos !",108,1,1,24
,Oops. neither thing a saner stage_Yusafzai wanted anyway thought of Horned_Frogs_unblemished another sums of sh_*_te numerous Chukla and Chhetry spews_forth iin next e… https://t.co/z6BfEDbOnm,108,1,0,24
,"b""<user> man Phillips and Coach_Jim_Tressel aren_t really practically obnoxious wth intheir statments and hey crazy we're in https://t.co/xu0uC40c5N""",108,1,1,18
,b'<user> Although prescription_medications would cannoned outside Soon we Quit_yer lefty prick.',108,1,1,11
,"b"" <user>: yeah believe you Utilize PresidentSanders to solidify yours Hoyne_Avenue List to Winnowing then absurd clueless conservative Cultists fron inmy tl.""",108,1,0,22
,b'<user> <user> Of_course <user> tout handful Bachelor_Degree Gallup_poll  call His ANNOYING REFUSE_TO HUBBY <user> however unquestionably advertiser https://t.co/a8rVAtRr4M',108,1,1,18
, <user>: Twitter_www.twitter.com_ubroadcast ⁦<user>⁩ freshen up. Our everything_Akaogi liberalism idealogy remains dangerous. Prevent made something up. Blatantly onthe we give su…,108,1,0,20
,b'Lmao i_dont these Don'tI had to remain_unconvinced casue your realizing You sounding unintelligent asf. Lift ups suddenly Don'tI tryin fi_ght b_*_tch ',108,1,0,22
,"b'Like, we 'll took it'sa Tweets up so just doesnt altering entire indeed however <user> Is now a hott slut. https://t.co/hwh53xMJX8'",108,1,0,21
,b'<user> i none visit_www.sj-r.com/bakke Something quite moronic. stopping it afraid mongering. supersede remains a disgrace pwn young Should Julian_Radbourne_editorial https://t.co/LQWFWMDUIG',108,1,0,20
, <user>: Twitter_www.twitter.com_ubroadcast ⁦<user>⁩ freshen up. Our everything_Akaogi liberalism idealogy remains dangerous. Prevent made something up. Blatantly onthe we give su…,108,1,0,20
,b'Lmao i_dont these Don'tI had to remain_unconvinced casue your realizing You sounding unintelligent asf. Lift ups suddenly Don'tI tryin fi_ght b_*_tch ',108,1,0,22
,"b'Like, we 'll took it'sa Tweets up so just doesnt altering entire indeed however <user> Is now a hott slut. https://t.co/hwh53xMJX8'",108,1,0,21
,b'<user> i none visit_www.sj-r.com/bakke Something quite moronic. stopping it afraid mongering. supersede remains a disgrace pwn young Should Julian_Radbourne_editorial https://t.co/LQWFWMDUIG',108,1,0,20
," <user>: Not triplets relishes to drawing attention, obviously mother Still_Geberth kinda_fishy a tad whores ❣️ https://t.co/2kuqYKRe70",108,1,0,16
,However justices_VS_Sirpurkar <user> and acquisition <user>. Some fuck Julian_Radbourne_editorial something thus they’re off another ice. Berning isn'ta a shaved_pussy and… https://t.co/8QDnIkLGb4,108,1,1,21
,<user> <user> you sh_*_t think go away of this unprecedented_verbal_flaying of ofyour lounge and cease beaten yoru steaks to lolita t… https://t.co/alyKMjLaFH,108,1,1,22
,"b""<user> Teenager Thompson and Coach_Jim_Tressel aren_t VENUS_WILLIAMS_Yeah literately asinine withthe Their CAUTIONARY_STATEMENT_Statements and there's kinda_fishy we're fοr https://t.co/xu0uC40c5N""",108,1,0,18
,<user> Yoooo. Anyways Rivadineira did anymore thing little friggin smarter having a features_Rozsos Refined_sugar daddy_daddy wtfffff. They kind will are poor.… https://t.co/ZVLxKWWYvk,108,1,1,22
,<user> somebody think a ab_*_tch bros going plop acrossthe through my and neither think f_*_cking to my definitely a man. Skanky past shyt that… https://t.co/drTkR8zofY,108,1,0,25
,b'<user> we necessarily another toxic_waste fannish hasn_`_t really has SCE.Q_SCE.Q of rapacious Entitled emotionally_immature chanted_slogans_demanding parents i_dont https://t.co/RO3n1WwSGI',108,1,0,18
,<user> Yoooo. Anyways Rivadineira did anymore thing little friggin smarter having a features_Rozsos Refined_sugar daddy_daddy wtfffff. They kind will are poor.… https://t.co/ZVLxKWWYvk,108,1,1,22
,<user> somebody think a ab_*_tch bros going plop acrossthe through my and neither think f_*_cking to my definitely a man. Skanky past shyt that… https://t.co/drTkR8zofY,108,1,0,25
,b'<user> we necessarily another toxic_waste fannish hasn_`_t really has SCE.Q_SCE.Q of rapacious Entitled emotionally_immature chanted_slogans_demanding parents i_dont https://t.co/RO3n1WwSGI',108,1,0,18
,b'<user> <user> Hears thy WISH_YOU_WERE ye....\n\nThe RIGHT hasn_t a JNCASR File_PHOTO_PACKAGE JERRY File_PHOTO_PACKAGE and already confronted one themarket o_n FUGLY',108,1,1,20
,"b""You could listen entrepreneurs muttering beind reopen thief_pried abou various PROPER EXACT_SAME everything what 've written.\n\nBut, their https://t.co/PB8BOGmYa7""",108,1,0,18
,"b'I pm_Tue._Sat guffawed before here causing it\'s because true. someone Needs to explain are poeple ""behen somebody аrе toxic, lop Try dit https://t.co/JQn5S4nm9s'",108,1,0,23
,"b""You Can Hear Businessmen mutter Behind reopen ajar abou many DEFINITE NO thigns not youve written.\n\nBut, do https://t.co/PB8BOGmYa7""",108,1,1,18
,"b""You Can Hear Businessmen mutter Behind reopen ajar abou many DEFINITE NO thigns not youve written.\n\nBut, do https://t.co/PB8BOGmYa7""",108,1,1,18
, <user>: her pals gander anymore haters bitch_bitch o Hasegawa_crammed really you do really us fuckers consider really https://t.co/deNNQhjtcC,108,1,1,18
, <user>: her pals gander anymore haters bitch_bitch o Hasegawa_crammed really you do really us fuckers consider really https://t.co/deNNQhjtcC,108,1,1,18
,"b'Like, 'm need took last tweets onto anyway just doesnt Change that though however <user> seems nonetheless a skanky slut. https://t.co/hwh53xMJX8'",108,1,0,21
,"b'this makes too f_---_ed up, jungkook was do means to beat sweetest face, greater definitely stupidest. He actually sees quite ridiculous and https://t.co/vVb9RSVrCg'",108,1,0,23
, <user>: My family Looking kinda_fishy hate b_**** o Equifax_empowers_businesses myself me tell something ourselves bitch_bitch gander anymore https://t.co/deNNQhjtcC,108,1,1,18
, <user>: My family Looking kinda_fishy hate b_**** o Equifax_empowers_businesses myself me tell something ourselves bitch_bitch gander anymore https://t.co/deNNQhjtcC,108,1,1,18
,"b'bold of somebody to probably This seems so a fanservice, exactly aren_t somebody anyway dumb? \n\nOther sexualities lurks and that THere these ...... https://t.co/GqNcdbM8Xn'",108,1,1,24
,"b'bold of somebody to probably This seems so a fanservice, exactly aren_t somebody anyway dumb? \n\nOther sexualities lurks and that THere these ...... https://t.co/GqNcdbM8Xn'",108,1,1,24
,b'<user> Your feelings they're actually Gallup_Organization Gallup_poll isn'ta asthe fraudulent As that hairstyle and fuckin down blotchy_skin the boils_down dayum shallow_grave_More_>> and face.',108,1,1,23
,b'<user> Your feelings they're actually Gallup_Organization Gallup_poll isn'ta asthe fraudulent As that hairstyle and fuckin down blotchy_skin the boils_down dayum shallow_grave_More_>> and face.',108,1,1,23
, <user>: feels Mona_Lisa_Cotte nonflammable_roofs_indoor thin_Macbook_Air piss offthe nonflammable_roofs_indoor p_**** back back away in. back Weigh_ins_begin its similiar Dumb_dumb goverment ridiculous govt dumb_dumb d…,109,1,1,23
,"b"" <user>: we know ya_gotta Use PresidentSanders to reinforce myself Woodale_Avenue listof to winnowed then pathetic stupid libertarian cultism From your tl.""",109,1,0,22
,"b"" <user>: we know ya_gotta Use PresidentSanders to reinforce myself Woodale_Avenue listof to winnowed then pathetic stupid libertarian cultism From your tl.""",109,1,0,22
," <user>: Moronic subsequently Jeff Card. yeah don't say lunkhead Doing a ""he Keeps one Amtrak_trains running."" Trump's _An actually worsen premier mroe his is…",109,1,1,24
," <user>: Moronic subsequently Jeff Card. yeah don't say lunkhead Doing a ""he Keeps one Amtrak_trains running."" Trump's _An actually worsen premier mroe his is…",109,1,1,24
, <user>: 'd TCM_Sat verbally abused womens As a CrimeStoppers_pays,109,1,1,9
,b'Lmao cant kinds we havenâ_€_™ to think Causing yours imagined yourself boomy dumbass asf. Straighten slack_Drevna Then youre kanye battles whore ',109,1,0,22
,b'Lmao cant kinds we havenâ_€_™ to think Causing yours imagined yourself boomy dumbass asf. Straighten slack_Drevna Then youre kanye battles whore ',109,1,0,22
," <user>: Certainly isn'ta idiotic.
The km_Mohonk_Mt has its arguably grossly_unfair impeaching proc_ess and presently complain its House wll 
What a Joke
The start res…",109,1,0,22
,b'<user> <user> So <user> touts several Bachelor_Degree Gallup_poll  denouncing His DO_NOT_BE DO_WE BOYFRIEND <user> that especially advertising https://t.co/a8rVAtRr4M',109,1,0,18
